Station,Year,Month,Day,MeanTemp,NTempObs,DewPoint,NDewPointObs,SeaLevelPressure,NSeaLevPressObs,StationPressure,NStatPressObs,Visibility,NVisibilityObs,MeanWindSpeed,NWindObs,MaxSustWindSpeed,MaxWindGust,MaxTemp,MaxTempSource,MinTemp,MinTempSource,PrecipAmount,NPrecipReportHours,PrecipFlag,SnowDepth,Fog,Rain,Snow,Hail,Thunder,Tornado
philadelphia-intl,2006,5,23,56.8,24,32.3,24,1016.8,24,1015.7,24,10,24,11.6,24,16.9,21.8,70,explicit,45,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,5,24,63.2,24,34.9,24,1016.9,24,1015.8,24,10,24,8.5,24,14,17.9,73.9,explicit,51.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,5,25,66.4,24,45.1,24,1013.2,24,1012,24,10,24,7.3,24,15,NULL,78.1,explicit,51.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,5,26,68.9,24,60.1,24,1005.3,23,1004.1,16,7.4,24,4.8,24,13.8,NULL,79,explicit,55.9,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,5,27,74.2,24,61.7,24,1005.9,22,1005.3,22,9.6,24,8.8,24,13.8,16.9,84,explicit,60.1,explicit,0.03,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,5,28,75.4,24,58.7,24,1017.5,24,1016.4,24,10,24,6.7,24,11.8,NULL,86,explicit,63,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,5,29,75.5,24,61.7,24,1019.4,24,1018,19,8.2,24,6.3,24,10.9,NULL,91,hourly,62.6,hourly,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,5,30,80.4,24,64,24,1017.5,24,1016.5,24,9.6,24,6,24,9.9,NULL,93,explicit,63,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,5,31,75.2,24,62.1,24,1020.6,24,1019.4,23,9.4,24,5.1,24,9.9,NULL,93,explicit,64.9,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,1,77.1,24,65.5,24,1016.5,24,1015.7,24,9.7,24,6,24,12.8,NULL,91.4,hourly,66.9,hourly,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,2,74.7,24,67.3,24,1011.3,16,1009.9,10,6.8,24,5,24,19.8,NULL,91.9,explicit,66,explicit,0.29,24,G,NULL,0,1,0,0,1,0
philadelphia-intl,2006,6,3,70.3,24,64.6,24,1005.3,18,1004.7,8,6.3,24,8.8,24,21.8,NULL,82,explicit,66,explicit,2.37,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,6,4,65.1,24,52.6,24,1007.6,24,1006.6,24,10,24,5.2,24,12,NULL,73,explicit,60.1,explicit,0.34,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,5,66.2,24,55.3,24,1010.5,24,1009.4,23,10,24,6.5,24,9.9,15.9,73,explicit,60.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,6,67,24,57,24,1013.8,24,1012.8,22,9,24,7.7,24,15,NULL,77,explicit,59,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,7,65.3,24,56.3,24,1009.8,22,1009.9,15,9.7,24,10,24,15.9,NULL,77,explicit,59,explicit,0,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,6,8,65.6,24,55.7,24,1008.4,23,1007.5,23,9.8,24,7.1,24,11.1,NULL,75,explicit,59,explicit,0.06,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,6,9,67.8,24,56.8,24,1007.5,22,1006.4,20,8.9,24,6.9,24,28.7,NULL,77,explicit,59,explicit,0.34,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,10,64.9,24,46.8,24,1005.6,24,1004.5,24,10,24,13.3,24,21,25.8,77,explicit,59,explicit,0.25,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,11,63.2,24,39.9,24,1008.3,24,1007.3,24,10,24,10.4,24,21,24.9,73.9,explicit,51.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,12,64.6,24,50.2,24,1012.6,24,1011.7,24,10,24,6.6,24,12,NULL,73.9,explicit,51.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,13,69.4,24,52.6,24,1015.3,24,1014.3,24,10,24,6.8,24,10.9,NULL,81,explicit,57.9,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,14,70.2,24,60.6,24,1014.8,24,1013.8,24,8.7,24,5,24,9.9,NULL,81,explicit,61,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,15,70.1,24,53.6,24,1012.4,24,1011.6,24,9.5,24,10.9,24,16.9,23.7,81,explicit,63,explicit,0.04,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,16,73.9,24,44,24,1020,24,1018.9,24,10,24,5.9,24,9.9,NULL,84.9,explicit,59,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,17,75.2,24,54.7,24,1020.8,24,1019.8,24,10,24,6.9,24,12.8,NULL,86,explicit,59,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,18,78.5,24,60.5,24,1018.7,24,1017.6,24,9.8,24,7.9,24,11.8,NULL,91,explicit,62.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,19,80.2,24,64.1,24,1014.2,24,1013.3,23,9,24,10.3,24,16.9,21.8,91,explicit,66,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,20,77.1,24,63.8,24,1012.2,24,1011.1,17,7.8,24,8.8,24,13.8,18.8,90,explicit,71.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,21,77.9,24,55.8,24,1016.9,24,1015.9,24,10,24,5.9,24,9.9,17.9,88,explicit,68,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,22,78.8,24,63.6,24,1017.8,24,1016.7,23,9,24,6.7,24,9.9,NULL,91,explicit,68,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,23,79.7,24,66.2,24,1017.3,24,1016.2,22,9.7,24,7.1,24,21.8,NULL,91,explicit,70,explicit,0.05,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,24,75.6,24,69.7,24,1017.6,19,1016.4,11,8.4,24,7.2,24,12.8,NULL,87.1,explicit,71.1,explicit,0.04,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,25,72.4,24,68.4,24,1018.6,20,1017.4,15,9.4,24,4,24,11.8,NULL,75.9,hourly,69.8,hourly,0.16,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,6,26,74.2,24,69.9,24,1017.8,20,1016.8,15,9.2,24,8.2,24,12.8,18.8,78.1,explicit,70,explicit,0.21,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,6,27,77,24,69.6,24,1019.2,24,1018.2,22,9.8,24,12.4,24,18.8,25.8,82,hourly,73.9,hourly,0.7,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,6,28,77.3,24,68.9,24,1016.7,20,1015.3,19,8.6,24,8.7,24,15,NULL,87.1,explicit,71.1,explicit,2.57,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,6,29,77.6,24,66,24,1016.4,23,1015.2,19,8.7,24,7,24,33.6,NULL,87.1,explicit,66.9,explicit,0.53,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,6,30,73.7,24,56,24,1015.9,24,1014.9,23,10,24,7.7,24,12.8,15.9,87.1,explicit,64.9,explicit,0,12,B,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,1,75.5,24,57.1,24,1020.4,24,1019.3,24,10,24,5.9,24,15,19.8,87.1,explicit,63,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,2,79.7,24,63.8,24,1018.2,24,1017.2,24,9.7,24,10.4,24,22.7,NULL,91.9,hourly,70,hourly,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,3,77.7,24,67.5,24,1017.4,24,1016,17,7.6,24,6.9,24,9.9,NULL,91.9,explicit,69.1,explicit,0.35,24,G,NULL,0,1,0,0,1,0
philadelphia-intl,2006,7,4,80.5,24,69.5,24,1014.7,22,1013.3,16,7.6,24,6,24,19,NULL,91,explicit,71.1,explicit,0.01,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,5,75.5,24,68.6,24,1013.3,21,1012.2,21,8.7,24,6.2,24,15,NULL,91,explicit,71.1,explicit,0.43,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,7,6,71.4,24,62,24,1016.1,20,1016,15,8.4,24,6.2,24,10.9,15,80.1,explicit,64.9,explicit,1.22,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,7,7,72,24,53.2,24,1022.4,24,1021.4,24,10,24,6.8,24,9.9,15,81,explicit,62.1,explicit,1.04,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,8,73.9,24,60.3,24,1022.4,24,1021.3,24,10,24,3.3,24,8,NULL,82.9,explicit,62.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,9,75.2,24,60,24,1018.3,24,1017.3,24,10,24,7.4,24,11.8,NULL,86,explicit,64.9,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,10,75.9,24,63.9,24,1017.1,24,1016,24,10,24,6.6,24,11.8,NULL,86,explicit,66,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,11,80.4,24,67.9,24,1018.7,24,1017.7,24,9.2,24,7.3,24,12.8,NULL,91,explicit,66.9,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,12,81.4,24,70.8,24,1018.1,24,1016.5,10,6.1,24,7.8,24,11.8,NULL,91,explicit,73,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,13,79.1,24,70,24,1014.1,24,1013,18,8,24,9.7,24,13.8,NULL,90,explicit,73.9,explicit,0.08,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,14,79.2,24,66.7,24,1015.7,24,1014.6,24,10,24,3.6,24,8.9,NULL,89.1,explicit,68,explicit,0.06,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,15,75.8,24,69.3,24,1014.4,22,1013.5,14,7.1,24,3.9,24,8.9,NULL,89.1,explicit,68,explicit,0,24,G,NULL,1,0,0,0,0,0
philadelphia-intl,2006,7,16,82,24,67,24,1014.6,24,1013.6,24,9.4,24,7,24,15,19.8,93.9,explicit,70,explicit,0.03,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,17,86.3,24,65.7,24,1015.1,24,1014,24,10,24,5.9,24,11.8,NULL,98.1,explicit,73,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,18,87.9,24,69.3,24,1014.5,24,1013.3,20,9,24,6.5,24,25.8,NULL,98.1,explicit,73.9,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,19,79.4,24,66.1,24,1018.7,24,1017.6,23,9.6,24,6.2,24,22.7,NULL,98.1,explicit,71.1,explicit,0.33,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,20,78.8,24,67.3,24,1018.5,18,1018.2,24,10,24,8.7,24,15,15.9,91,explicit,71.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,21,81.2,24,71.2,24,1013.7,24,1013.6,15,7.5,24,6.4,24,12.8,NULL,89.1,explicit,73,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,22,77.9,24,71.7,24,1009,19,1007.7,13,7.4,24,7.8,24,18.8,22.7,89.1,explicit,73,explicit,0.11,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,23,74.3,24,64.9,24,1010.3,22,1009.6,20,9.5,24,7.1,24,15,NULL,84.9,explicit,70,explicit,0.89,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,7,24,76.6,24,58.5,24,1015.5,24,1014.5,24,10,24,5.1,24,10.9,13.8,87.1,explicit,66,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,25,77.4,24,65.4,24,1017.7,24,1016.7,24,10,24,8,24,11.8,NULL,87.1,explicit,66,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,26,77.7,24,67.6,24,1015.6,24,1014.4,20,8.4,24,4.8,24,9.9,NULL,88,explicit,69.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,27,81.1,24,69.9,24,1015,24,1013.9,24,9.6,24,7.6,24,20.8,NULL,93,hourly,73.4,hourly,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,28,80.3,24,71.1,24,1014.2,22,1012.9,17,8,24,10.1,24,27.8,NULL,93.9,explicit,72,explicit,0.6,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,29,82.3,24,67,24,1013.9,24,1012.9,24,10,24,8.8,24,13,NULL,93.9,explicit,72,explicit,0.2,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,30,84.2,24,69.3,24,1010.5,24,1009.3,20,8.2,24,7.1,24,11.8,16.9,91,explicit,73,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,7,31,84.9,24,67.7,24,1011.6,24,1010.6,24,10,24,4.6,24,10.9,NULL,93,explicit,75.9,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,1,87,24,73.3,24,1013.3,24,1012.1,20,8.3,24,7.5,24,12.8,17.9,97,hourly,79,hourly,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,2,89.3,24,73.9,24,1012.4,24,1010.8,12,6.4,24,8.4,24,13,15.9,98.1,explicit,78.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,3,89.5,24,73.5,24,1009.7,24,1008.3,14,7.4,24,9.5,24,12.8,16.9,98.1,explicit,81,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,4,85.5,24,68.4,24,1010.1,24,1009.3,24,9.7,24,8.8,24,15.9,20.8,98.1,explicit,80.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,5,81,24,56.3,24,1016.8,24,1015.8,24,10,24,7,24,10.9,15,90,explicit,70,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,6,80.4,24,58.4,24,1021.8,24,1020,24,10,24,6,24,12.8,NULL,90,explicit,70,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,7,79.6,24,68.3,24,1019.6,24,1017.7,24,9.8,24,7.9,24,15,NULL,90,explicit,73.9,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,8,81.4,24,63.7,24,1015.8,24,1014.8,24,8.9,24,9.4,24,12.8,18.8,90,explicit,73.9,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,9,76.5,24,53.3,24,1019.4,24,1018.3,24,10,24,6.3,24,11.1,13.8,88,explicit,66,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,10,76,24,63.7,24,1013.9,24,1012.8,24,10,24,8.9,24,17.9,22.7,84,explicit,66,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,11,74.6,24,56.3,24,1011.8,24,1010.8,24,9.9,24,9.2,24,15,17.9,84,explicit,68,explicit,0.03,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,12,72,24,44.7,24,1016.8,24,1015.8,24,10,24,6.8,24,12.8,NULL,82,explicit,62.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,13,72.4,24,45.1,24,1018.5,24,1017.5,24,10,24,6.8,24,10.9,15.9,82.9,explicit,61,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,14,76.2,24,59,24,1015.9,24,1014.9,24,10,24,8.8,24,15,23.7,89.1,explicit,61,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,15,79.5,24,64.7,24,1011.5,22,1010.3,24,10,24,8.5,24,13,16.9,89.1,explicit,64.9,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,16,79.2,24,55,24,1018,24,1017,24,10,24,6,24,9.9,13.8,88,explicit,69.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,17,78.6,24,58.8,24,1022,24,1021,24,10,24,5.2,24,8.9,NULL,90,explicit,68,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,18,76.6,24,60.5,24,1022.2,24,1021.2,24,10,24,3,24,9.9,NULL,90,explicit,68,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,19,76.4,24,65.7,24,1017.5,23,1016.7,24,10,24,4.9,24,12.8,16.9,87.1,explicit,69.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,20,81.5,24,66.9,24,1010.6,24,1009.5,24,9.8,24,10.2,24,15,20.8,91,explicit,69.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,21,77.9,24,57.6,24,1015,24,1014,24,9.9,24,9.5,24,15,16.9,91,explicit,68,explicit,0.03,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,22,78,24,55.4,24,1017.9,24,1016.8,24,10,24,5.5,24,8.9,NULL,88,explicit,66,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,23,78.8,24,59.2,24,1015.7,24,1014.7,24,10,24,4.8,24,9.9,15,89.1,hourly,70,hourly,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,24,77.3,24,53.9,24,1014.8,24,1013.7,24,10,24,5.9,24,10.9,NULL,84.9,hourly,64.9,hourly,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,25,76.6,24,65.3,24,1015,24,1013.9,13,7,24,5.4,24,9.9,NULL,88,explicit,64,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,26,72.8,24,65.5,24,1018.8,21,1017.7,24,9.5,24,10.1,24,15.9,NULL,88,explicit,68,explicit,0.06,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,8,27,74.3,24,68.3,24,1019.7,24,1019,16,8.9,24,9,24,12.8,16.9,81,hourly,69.8,hourly,0.59,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,8,28,77.4,24,70.5,24,1012.4,17,1010.7,13,6.1,24,7.6,24,15,NULL,82.9,explicit,70,explicit,1.33,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,8,29,75,24,69.4,24,1009.7,20,1008.6,15,7.4,24,5.4,24,15.9,NULL,82.9,explicit,72,explicit,0.46,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,8,30,68.8,24,64.9,24,1012.3,21,1011.8,16,7.5,24,8,24,11.8,15,73.9,hourly,64.4,hourly,1.88,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,8,31,69.1,24,54.9,24,1019.2,24,1018.2,24,9.9,24,8.5,24,15,16.9,73,explicit,64.9,explicit,0.01,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,1,64.8,24,54.5,24,1021.4,24,1021.1,17,10,24,11.4,24,19,22,66.9,hourly,62.1,hourly,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,2,65.1,24,61.7,24,1014.6,19,1012.6,5,5.3,24,15.3,24,24.1,25.1,71.6,hourly,60.1,hourly,1.05,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,9,3,67.7,24,59.5,24,1017.3,23,1016.7,19,8.4,24,6.7,24,9.9,NULL,75,explicit,61,explicit,0.95,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,9,4,69.9,24,55,24,1018.9,24,1017.9,24,10,24,7.4,24,12,15.9,78.1,explicit,61,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,5,66.2,24,60.3,24,1018.1,20,1017.7,13,6.9,24,5,24,12,NULL,73,hourly,62.1,hourly,0,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,9,6,67.1,24,58.9,24,1015.4,22,1014.5,15,7.6,24,6.5,24,14,18.1,78.1,explicit,62.1,explicit,2.45,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,7,70.2,24,57.9,24,1018,24,1017,24,9.9,24,3,24,7,NULL,81,explicit,61,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,8,71.7,24,59.8,24,1018.6,24,1017.3,19,8.1,24,3.5,24,8,17.1,82,explicit,61,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,9,73.2,24,61.7,24,1017.5,24,1016.2,19,7.6,24,5.6,24,8,NULL,86,explicit,63,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,10,71.9,24,60.4,24,1019.7,24,1019,21,8.7,24,6.2,24,12,NULL,86,explicit,64,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,11,65.5,24,51.6,24,1025.5,24,1024.4,24,9.9,24,8.5,24,13,15.9,80.1,explicit,62.1,explicit,0.06,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,12,61.9,24,43.4,24,1025.5,24,1024.4,24,10,24,5.2,24,9.9,NULL,72,explicit,54,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,13,61.6,24,51.2,24,1019.6,24,1018.6,24,10,24,4.4,24,8,NULL,70,explicit,54,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,14,66.1,24,61.7,24,1015.1,17,1013.9,14,7.5,24,6.8,24,9.9,NULL,71.1,explicit,55,explicit,0.31,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,9,15,68.7,24,64.7,24,1014.9,19,1014.1,13,6.3,24,7.2,24,13,17.1,75.2,hourly,66.2,hourly,0.56,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,9,16,69.5,24,62.2,24,1018.1,23,1017.1,20,9.5,24,8.8,24,13,20,78.1,explicit,64.9,explicit,0.01,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,9,17,71.2,24,60.8,24,1015.7,24,1014.7,24,10,24,3.8,24,8,NULL,82,explicit,62.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,18,72,24,62.3,24,1012.7,24,1011.5,22,9.2,24,3.3,24,9.9,NULL,82,explicit,62.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,19,71.1,24,64.6,24,1008,23,1007.6,9,6.4,24,4.8,24,11.1,NULL,82,explicit,62.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,20,66.8,24,49.8,24,1007.8,24,1006.8,24,10,24,9.2,24,15.9,22.9,77,explicit,59,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,21,59.4,24,42.1,24,1017.1,24,1016.1,24,10,24,7.7,24,12,NULL,70,explicit,50,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,22,60.5,24,47.3,24,1022.1,24,1021.1,24,9.7,24,4.2,24,12,19,71.1,explicit,50,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,23,69.2,24,59.9,24,1015,23,1013.9,23,10,24,8.9,24,13,20,79,explicit,51.1,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,24,74.3,24,67.3,24,1007,24,1005.7,15,8.1,24,10.4,24,17.1,22,80.1,explicit,64,explicit,0.03,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,25,67,24,52.4,24,1009.4,24,1008.3,24,10,24,9,24,15,21,80.1,explicit,57.9,explicit,0.06,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,26,64.2,24,46.2,24,1014.9,24,1013.9,24,10,24,6.7,24,11.1,NULL,75,explicit,52,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,27,65,24,51.7,24,1016.1,24,1014.9,24,9.4,24,3.4,24,8.9,NULL,75.9,explicit,52,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,28,65.7,24,55.5,24,1011.3,24,1010.2,24,9.7,24,7.2,24,15.9,21,77,explicit,55,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,9,29,61.4,24,49.9,24,1009,22,1008.5,19,9.4,24,10.6,24,17.1,25.1,77,explicit,57,explicit,0.48,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,9,30,56.8,24,44.5,24,1019.2,24,1018.1,23,10,24,4,24,8,NULL,66,explicit,46.9,explicit,0.01,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,10,1,62.7,24,52.6,24,1016.8,23,1015.8,21,9.3,24,7.1,24,12,NULL,71.1,explicit,52,explicit,0.18,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,10,2,62.4,24,45.5,24,1020.7,24,1019.7,24,10,24,8.9,24,15.9,21,71.1,explicit,54,explicit,0.05,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,10,3,67.3,24,53.9,24,1022,24,1021,24,10,24,4.7,24,12,NULL,82,explicit,54,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,10,4,71.3,24,59.2,24,1018.9,24,1017.9,24,9.5,24,6.1,24,12,NULL,82,explicit,57,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,10,5,65.2,24,52.1,24,1018.4,24,1017.6,24,9.7,24,10.6,24,15,21,82,explicit,57,explicit,0.05,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,10,6,53.4,24,47.5,24,1025.1,23,1022.9,5,8.9,24,10.9,24,15.9,22,73,explicit,51.1,explicit,0.6,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,10,7,54,24,44.3,24,1026.8,21,1025.7,17,9.7,24,14.7,24,19,24.1,59,hourly,48.9,hourly,0.34,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,10,8,60.6,24,47.6,24,1026.8,24,1025.7,24,10,24,5.5,24,8,NULL,72,explicit,48.9,explicit,0.01,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,10,9,63,24,52.3,24,1021.9,24,1020.8,24,10,24,3.7,24,8,NULL,77,explicit,52,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,10,10,66.7,24,53.6,24,1016.6,24,1015.4,22,8.8,24,2.5,24,7,17.1,79,explicit,52,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,10,11,63.4,24,57.7,24,1013,20,1012.8,18,8,24,7.7,24,13,NULL,79,explicit,55.9,explicit,0,24,G,NULL,0,0,0,0,0,0
philadelphia-intl,2006,10,12,64.6,24,55.1,24,1002.3,18,1001.3,15,7.2,24,8.5,24,17.1,26,71.1,explicit,60.1,explicit,2.04,24,G,NULL,0,1,0,0,0,0
philadelphia-intl,2006,10,13,49.3,24,23.9,24,1011.7,24,1010.7,24,10,24,9.8,24,18.1,24.1,71.1,explicit,39,explicit,0,24,G,NULL,0,0,0,0,0,0
